,NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,SST1,SST1M
1027,20297,female,77,,0,12.0,2,2,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,20,5.0
1028,20298,female,77,1.0,0,8.0,1,1,2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1029,20299,female,77,1.0,0,9.0,2,2,3,4,1,4,4,5,5,5,4,5,4,5,5,5,5,4,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,18,4.5
1030,20300,female,77,1.0,1,7.0,1,1,2,2,0,4,3,4,4,4,5,4,4,4,4,5,4,4,4,5,4,3,2,2,3,3,3,4,4,4,5,4,5,4,3,3,4,4,4,3,4,4,3,15,3.75
1031,20301,female,77,1.0,0,10.0,3,1,3,2,1,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,17,4.25
1032,20302,female,78,1.0,0,6.0,2,1,3,3,1,4,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,19,4.75
1033,20303,male,76,1.0,1,12.0,2,1,2,2,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,3.5
1034,20304,female,77,1.0,0,11.0,1,2,2,4,1,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,14,3.5
1035,20305,male,78,1.0,0,0.0,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,3,2,4,5,5,5,5,4,4,3,5,5,4,5,4,4,4,5,5,4,4,20,5.0
1036,20306,female,78,1.0,0,6.0,2,1,2,2,1,2,4,4,3,1,1,1,1,3,3,3,3,1,1,1,1,3,3,3,3,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,13,3.25
1037,20307,female,78,2.0,0,3.0,2,1,1,2,1,2,2,3,3,1,1,1,1,5,5,4,5,5,5,5,5,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,10,2.5
1038,20308,male,77,2.0,0,13.0,1,2,4,2,0,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,14,3.5
1039,20309,male,77,1.0,0,10.0,1,1,2,4,1,2,3,4,2,5,5,5,5,2,2,2,2,3,2,2,3,1,1,1,1,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,11,2.75
1040,20310,male,78,1.0,0,4.0,3,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,12,3.0
1041,20311,female,77,1.0,0,13.0,2,2,2,3,1,3,4,3,3,4,4,4,4,4,4,4,4,5,4,5,5,3,4,3,3,3,3,3,3,5,5,5,5,4,4,3,3,3,4,3,4,4,4,13,3.25
1042,20312,female,78,1.0,0,3.0,3,2,4,3,0,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,13,3.25
1043,20313,male,78,1.0,0,9.0,2,2,99,3,1,2,3,5,2,3,3,4,4,5,5,5,5,4,3,4,4,3,5,4,4,3,4,4,3,4,5,4,4,4,3,4,4,3,4,4,3,5,4,12,3.0
1044,20314,male,77,1.0,1,14.0,2,2,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1045,20315,male,78,1.0,0,0.0,3,3,3,3,1,3,4,4,3,3,3,3,3,4,4,3,4,3,4,4,4,3,3,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,14,3.5
1046,20316,male,77,1.0,0,9.0,2,2,4,2,1,2,4,5,3,4,5,5,5,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,14,3.5
1047,20317,male,78,1.0,0,8.0,1,2,2,2,1,3,5,5,4,3,4,3,4,5,5,5,5,3,3,4,4,2,3,4,4,4,4,4,3,5,5,3,5,4,4,4,4,5,4,3,3,3,3,17,4.25
1048,20318,female,78,1.0,0,10.0,3,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1049,20319,male,77,1.0,0,10.0,2,1,3,4,0,1,1,1,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,2,4,5,4,5,5,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1.0
1050,20320,female,76,1.0,1,10.0,1,2,3,3,1,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,3,4,3,4,3,4,3,3,3,2,2,2,2,2,13,3.25
1051,20321,male,77,1.0,0,1.0,3,1,3,2,1,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,3,4,4,4,3,4,3,3,4,4,3,3,4,3,3,3,2,2,3,4,4,4,3,13,3.25
1052,20322,male,78,1.0,0,12.0,1,2,4,3,0,4,3,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,5,5,5,4,4,5,3,5,5,4,4,4,4,4,4,4,4,4,15,3.75
1053,20323,male,77,1.0,0,3.0,3,1,3,2,0,2,3,4,4,3,3,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,13,3.25
1054,20324,male,77,1.0,0,15.0,2,2,4,3,1,2,3,3,3,3,4,4,4,4,3,3,4,3,3,4,4,4,4,3,4,3,4,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,4,11,2.75
1055,20325,male,78,1.0,0,8.0,3,1,4,3,1,3,4,5,4,5,4,5,4,5,5,5,5,4,4,5,4,5,5,5,5,3,3,3,5,4,4,4,5,4,4,4,5,5,5,3,3,3,4,16,4.0
1056,20326,male,77,1.0,0,3.0,1,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,3,3,3,4,4,4,16,4.0
1057,20327,female,77,1.0,1,13.0,2,1,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,3,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,15,3.75
1058,20328,female,78,1.0,0,13.0,3,2,4,2,1,4,4,4,4,5,5,4,5,3,3,4,4,2,2,3,4,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,16,4.0
1059,20329,male,77,1.0,0,3.0,3,2,4,2,1,5,5,5,5,5,4,4,3,4,4,5,5,5,5,5,5,3,2,4,4,5,5,3,2,3,3,4,4,5,5,3,3,4,3,3,3,4,5,20,5.0
1060,20330,male,77,1.0,0,0.0,2,3,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,20,5.0
1061,20331,female,77,1.0,0,9.0,2,1,1,2,0,2,4,4,2,5,5,5,5,5,5,5,5,3,4,5,3,1,4,4,4,2,4,2,3,4,5,4,5,5,4,4,4,4,3,2,2,2,2,12,3.0
1062,20332,female,77,1.0,1,15.0,1,2,4,3,1,4,4,5,4,5,3,5,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,3,4,4,4,17,4.25
1063,20333,male,78,,0,12.0,3,3,6,4,1,4,5,4,3,4,4,4,4,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,16,4.0
1064,20334,male,77,1.0,0,6.0,2,1,3,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,17,4.25
1065,20335,male,77,1.0,0,10.0,2,1,3,2,1,2,3,3,2,3,3,3,3,3,4,3,4,3,3,4,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,3,4,10,2.5
1066,20336,female,76,2.0,0,4.0,1,1,3,3,1,5,5,5,5,5,5,5,5,3,5,4,4,5,4,5,5,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,5.0
1067,20337,male,78,2.0,1,7.0,1,1,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,2,4,3,4,3,4,3,3,4,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,12,3.0
1068,20338,male,77,,0,9.0,1,1,1,4,1,4,4,4,4,3,3,4,5,4,3,3,3,4,5,4,5,5,5,4,4,4,4,3,4,4,5,5,5,4,4,3,3,5,5,3,4,5,3,16,4.0
1069,20339,female,77,1.0,0,14.0,2,2,3,3,1,4,4,5,4,4,5,4,4,5,5,5,5,4,4,4,5,5,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,17,4.25
1070,20340,male,77,1.0,0,4.0,2,2,3,4,1,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,5,5,4,4,4,5,3,4,4,4,16,4.0
1071,20341,male,77,1.0,1,6.0,2,1,5,4,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,13,3.25
1072,20342,male,66,1.0,0,8.0,3,2,3,3,1,4,4,3,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,5,4,4,3,4,3,3,4,4,15,3.75
1073,20343,male,78,1.0,0,0.0,3,2,3,4,1,4,3,2,3,4,3,4,2,3,4,3,2,3,4,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,5,4,3,4,5,3,4,5,5,12,3.0
1074,20344,male,78,2.0,0,12.0,2,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,2,3,3,3,16,4.0
1075,20345,female,77,1.0,0,6.0,2,2,3,3,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,3,4,3,4,3,4,4,4,4,3,4,4,4,5,4,15,3.75
1076,20346,male,78,1.0,0,8.0,3,2,4,3,1,5,5,5,5,4,4,4,4,5,5,5,5,4,3,4,3,2,1,1,2,3,4,2,4,4,4,3,5,5,3,4,4,3,4,4,3,3,3,20,5.0
1077,20347,male,77,1.0,0,10.0,1,2,3,3,1,2,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,3,4,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,15,3.75
1078,20348,male,77,1.0,0,8.0,2,2,4,3,1,1,2,4,2,4,4,4,4,4,4,4,4,3,3,4,4,2,3,1,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,2,4,2,4,9,2.25
1079,20349,female,77,1.0,0,11.0,1,3,6,3,1,2,5,5,2,3,3,3,2,4,4,3,4,4,2,4,4,2,4,3,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,14,3.5
1080,20350,male,77,1.0,0,10.0,2,3,5,4,1,2,3,5,5,5,3,5,5,4,4,4,4,1,4,2,1,3,5,1,3,4,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,5,15,3.75
1081,20351,female,78,1.0,1,11.0,1,3,3,2,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,16,4.0
1082,20352,female,78,1.0,0,11.0,2,2,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,1,1,1,1,1,3,4,3,5,5,5,5,5,4,4,4,5,5,5,3,3,3,3,20,5.0
1083,20353,female,77,1.0,0,9.0,2,2,5,4,1,4,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,15,3.75
1084,20354,female,78,1.0,1,14.0,1,2,3,3,1,1,4,5,5,4,4,4,4,4,4,4,4,2,2,3,3,1,3,1,1,3,3,5,3,5,4,5,5,4,5,4,4,4,4,3,3,3,3,15,3.75
1085,20355,female,78,2.0,1,13.0,1,1,3,4,1,4,3,5,4,4,3,4,4,4,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,16,4.0
1086,20356,female,78,1.0,1,8.0,1,2,5,3,1,5,4,4,4,5,5,4,4,5,3,4,4,4,4,3,3,1,3,2,2,3,3,3,3,4,5,4,4,4,4,5,4,4,3,2,3,3,3,17,4.25
1087,20357,female,76,3.0,1,10.0,1,2,2,2,0,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,13,3.25
1088,20358,female,77,1.0,0,0.0,2,1,1,2,1,2,4,4,4,5,5,5,5,4,4,4,5,3,4,5,3,3,5,4,3,3,3,2,3,4,5,4,3,4,4,2,2,2,3,2,3,2,3,14,3.5
1089,20359,male,77,1.0,0,10.0,2,1,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,3,3,3,4,5,4,5,4,4,3,4,5,4,3,4,3,4,16,4.0
1090,20360,male,78,1.0,0,12.0,3,2,5,3,1,5,5,5,4,3,3,3,3,5,5,5,5,3,2,3,2,2,1,2,2,5,5,4,4,3,4,5,5,5,4,4,5,3,4,4,4,3,4,19,4.75
1091,20361,female,78,1.0,0,9.0,2,1,3,4,0,3,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,3,13,3.25
1092,20362,male,78,1.0,0,12.0,2,1,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,3,5,3,3,4,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,4,3,20,5.0
1093,20363,female,78,1.0,0,10.0,2,3,3,3,1,2,2,4,4,4,4,4,4,4,3,2,4,2,2,2,2,2,2,2,2,3,3,3,4,4,2,2,4,4,3,2,2,2,2,3,4,2,3,12,3.0
1094,20364,male,77,1.0,0,0.0,2,2,4,3,1,2,4,3,2,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,11,2.75
1095,20365,male,77,1.0,0,12.0,1,2,6,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,5.0
1096,20366,male,77,1.0,0,4.0,3,2,4,4,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,14,3.5
1097,20367,male,77,2.0,1,15.0,1,3,5,4,1,5,4,4,4,4,4,4,4,5,4,4,4,2,4,2,2,2,1,1,1,4,4,4,4,4,4,2,4,4,4,4,3,3,3,4,3,4,4,17,4.25
1098,20368,male,78,,0,0.0,3,99,99,99,99,3,4,5,5,4,5,5,4,4,5,5,4,4,5,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,4,3,3,4,3,4,3,3,17,4.25
1099,20369,male,77,1.0,0,8.0,2,2,1,2,0,3,2,3,3,4,4,4,4,3,2,3,2,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,4,3,3,11,2.75
1100,20370,female,77,1.0,0,16.0,3,1,3,3,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,1,2,3,3,3,3,2,2,4,4,3,4,4,4,4,3,3,2,4,2,3,2,15,3.75
1101,20371,female,78,1.0,0,10.0,2,2,5,3,1,4,4,4,4,3,3,3,3,4,4,4,4,2,2,3,3,2,2,2,2,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,16,4.0
1102,20372,female,77,1.0,0,12.0,2,2,5,3,1,4,4,4,4,2,2,2,2,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,16,4.0
1103,20373,male,78,1.0,0,10.0,2,3,4,4,1,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,19,4.75
1104,20374,male,77,1.0,0,14.0,1,1,4,4,1,2,5,5,4,3,5,5,5,5,5,5,5,2,4,2,1,3,4,2,2,4,4,4,4,4,4,3,4,4,3,5,4,4,4,4,4,4,4,16,4.0
1105,20375,male,77,1.0,0,9.0,2,3,4,3,1,1,3,5,2,3,3,4,4,4,4,5,5,4,1,4,4,3,4,4,4,4,4,4,4,4,4,1,5,4,4,4,4,4,3,3,4,3,4,11,2.75
1106,20376,male,76,3.0,1,12.0,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1107,20377,male,77,1.0,0,10.0,1,1,4,2,1,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,16,4.0
1108,20378,male,78,2.0,0,12.0,1,1,3,2,1,5,4,5,4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,18,4.5
1109,20379,female,77,1.0,1,12.0,1,1,1,3,0,2,4,4,2,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,4,4,4,3,3,4,4,3,12,3.0
1110,20380,female,78,1.0,0,10.0,2,3,4,3,1,5,5,5,5,4,4,4,4,4,4,4,4,4,2,5,2,2,3,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,20,5.0
1111,20381,female,78,1.0,0,13.0,2,1,4,2,1,2,4,4,2,4,4,4,4,4,3,4,3,4,2,4,4,4,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0
1112,20382,female,77,1.0,0,14.0,2,1,2,2,0,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,14,3.5
1113,20383,female,77,1.0,0,12.0,2,1,3,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,18,4.5
1114,20384,female,78,1.0,0,13.0,1,2,3,4,1,4,5,4,4,4,3,4,3,5,5,4,5,3,3,3,5,2,4,1,1,3,4,3,4,4,5,3,3,4,4,4,4,3,2,3,3,2,3,17,4.25
1115,20385,female,78,1.0,0,10.0,1,3,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1116,20386,female,77,1.0,0,9.0,3,1,3,2,1,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,5.0
1117,20387,female,78,1.0,0,14.0,2,1,2,2,1,2,4,4,4,3,3,3,4,4,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,14,3.5
1118,20388,female,78,,0,11.0,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1119,20389,female,77,1.0,1,10.0,1,2,6,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1120,20390,female,78,,0,4.0,2,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,4,4,3,4,4,4,16,4.0
1121,20391,female,78,1.0,1,13.0,3,1,3,3,1,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,3,4,3,3,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,5,4,5,20,5.0
1122,20392,male,77,1.0,0,11.0,3,99,3,2,1,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,1,1,1,1,3,3,3,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,20,5.0
1123,20393,female,78,1.0,1,12.0,1,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,2,2,3,3,16,4.0
1124,20394,male,78,1.0,0,4.0,3,2,2,4,1,3,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,5,5,5,4,4,4,5,4,4,5,4,4,5,5,4,5,4,5,17,4.25
1125,20395,female,78,1.0,0,13.0,2,2,3,3,1,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,15,3.75
1126,20396,male,78,1.0,0,11.0,1,1,4,3,1,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1127,20397,male,77,1.0,0,12.0,2,2,6,3,1,3,3,4,3,4,4,4,4,4,3,3,4,4,3,3,3,2,4,2,2,3,3,3,3,3,4,3,3,4,3,4,3,3,3,4,4,3,4,13,3.25
1128,20398,female,77,1.0,1,14.0,2,2,3,3,1,4,4,4,5,4,4,5,5,5,5,5,4,5,5,4,3,3,4,4,4,4,4,5,4,4,4,3,5,5,5,4,4,4,3,4,4,4,4,17,4.25
1129,20399,male,77,1.0,1,14.0,1,1,2,4,1,3,4,4,4,4,4,3,5,4,3,2,4,4,4,4,4,2,2,2,2,4,4,5,4,4,5,5,3,5,3,4,4,4,2,2,4,4,4,15,3.75
1130,20400,female,78,1.0,0,14.0,3,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,14,3.5
1131,20401,male,78,1.0,0,12.0,2,3,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,5,16,4.0
1132,20402,male,78,2.0,0,10.0,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,3,15,3.75
1133,20403,male,78,1.0,1,9.0,1,1,3,2,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,20,5.0
1134,20404,male,78,1.0,0,15.0,2,3,5,4,0,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,11,2.75
1135,20405,female,77,3.0,0,13.0,2,99,2,3,1,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,4,4,3,3,4,4,3,3,3,3,2,2,2,3,13,3.25
1136,20406,male,78,,0,2.0,3,2,4,3,1,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,5,4,4,4,5,4,5,5,16,4.0
1137,20407,male,77,3.0,0,12.0,1,2,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1138,20408,female,77,1.0,0,12.0,3,2,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1139,20409,male,77,1.0,0,11.0,3,1,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,5,5,5,5,3,3,3,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,16,4.0
1140,20410,male,77,1.0,0,15.0,3,1,1,3,1,3,3,3,2,3,3,3,3,5,5,5,5,3,3,3,3,2,2,2,2,4,3,4,4,3,4,4,5,4,4,3,3,4,4,2,2,2,4,11,2.75
1141,20411,male,77,1.0,0,10.0,1,1,5,2,0,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,5,3,4,4,4,5,5,4,4,4,4,4,3,16,4.0
1142,20412,male,78,1.0,0,15.0,2,2,4,2,0,3,4,5,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,3,4,4,4,2,2,3,3,15,3.75
1143,20413,female,77,,0,8.0,2,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1144,20414,male,77,2.0,0,9.0,3,3,3,2,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,3.75
1145,20415,male,78,1.0,0,15.0,2,1,3,3,0,3,4,4,4,3,3,4,2,4,4,4,4,4,5,4,3,5,4,3,4,4,3,4,3,5,5,5,5,4,3,5,3,4,4,5,4,4,4,15,3.75
1146,20416,male,78,1.0,0,0.0,3,2,4,3,0,4,4,5,4,3,4,4,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,3,5,4,3,4,4,4,3,4,5,5,5,17,4.25
1147,20417,male,77,1.0,1,14.0,1,2,3,2,1,3,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,15,3.75
1148,20418,male,78,1.0,1,13.0,1,1,2,3,1,2,3,4,4,4,3,4,4,5,5,4,3,3,2,4,4,3,4,3,3,4,4,3,3,5,5,5,4,4,4,3,4,3,4,4,5,4,3,13,3.25
1149,20419,male,78,1.0,1,13.0,1,1,3,2,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,17,4.25
